"FolderPath","FolderType","ItemsInFolder","FolderSize"
"/ALSCO - WBM/Angelo/Opposing","User Created","5","2.5 MB (2,621,837 bytes)"
"/ALSCO - WBM/AP Bar","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/AP Bar/Client","User Created","11","3.527 MB (3,698,591 bytes)"
"/ALSCO - WBM/AP Bar/Internal","User Created","11","3.836 MB (4,022,331 bytes)"
"/ALSCO - WBM/AP Bar/Opposing","User Created","3","2.388 MB (2,504,478 bytes)"
"/ALSCO - WBM/Arrow Leaf","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Arrow Leaf/Client","User Created","6","2.374 MB (2,489,462 bytes)"
"/ALSCO - WBM/Arrow Leaf/Internal","User Created","4","293.9 KB (300,941 bytes)"
"/ALSCO - WBM/Arrow Leaf/Opposing","User Created","4","1.985 MB (2,081,533 bytes)"
"/ALSCO - WBM/Beauty at Lake","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Beauty at Lake/Client","User Created","13","7.678 MB (8,050,462 bytes)"
"/ALSCO - WBM/Beauty at Lake/Internal","User Created","15","1.401 MB (1,468,992 bytes)"
"/ALSCO - WBM/Beauty at Lake/Opposing","User Created","7","1.84 MB (1,929,613 bytes)"
"/ALSCO - WBM/Branding Iron","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Branding Iron/Client","User Created","3","3.513 MB (3,683,604 bytes)"
"/ALSCO - WBM/Branding Iron/Internal","User Created","3","651.4 KB (667,035 bytes)"
"/ALSCO - WBM/Branding Iron/Opposing","User Created","1","137.8 KB (141,110 bytes)"
"/ALSCO - WBM/Cafe Trinity","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Cafe Trinity/client","User Created","47","26.17 MB (27,439,263 bytes)"
"/ALSCO - WBM/Cafe Trinity/internal","User Created","32","9.974 MB (10,458,749 bytes)"
"/ALSCO - WBM/Cafe Trinity/Opposing","User Created","14","4.155 MB (4,356,343 bytes)"
"/ALSCO - WBM/Cafe Trinity/Pleadings","User Created","3","497 KB (508,921 bytes)"
"/ALSCO - WBM/Cintas","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Cintas/client","User Created","4","227.2 KB (232,650 bytes)"
"/ALSCO - WBM/Cintas/internal","User Created","1","86.64 KB (88,718 bytes)"
"/ALSCO - WBM/Consolidated Supply","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Consolidated Supply/Client","User Created","6","1.642 MB (1,721,702 bytes)"
"/ALSCO - WBM/Consolidated Supply/Internal","User Created","7","606.3 KB (620,838 bytes)"
"/ALSCO - WBM/Consolidated Supply/Opposing","User Created","5","1.925 MB (2,018,117 bytes)"
"/ALSCO - WBM/Crux Subsurfacing","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Crux Subsurfacing/Client","User Created","3","1.479 MB (1,550,649 bytes)"
"/ALSCO - WBM/Crux Subsurfacing/Internal","User Created","1","70.38 KB (72,065 bytes)"
"/ALSCO - WBM/Crux Subsurfacing/Opposing","User Created","3","1.842 MB (1,931,202 bytes)"
"/ALSCO - WBM/General","User Created","4","2.472 MB (2,592,303 bytes)"
"/ALSCO - WBM/Gladish","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Gladish/Client","User Created","29","9.653 MB (10,121,576 bytes)"
"/ALSCO - WBM/Gladish/Internal","User Created","10","841.4 KB (861,548 bytes)"
"/ALSCO - WBM/Gladish/Opposing","User Created","13","2.076 MB (2,176,461 bytes)"
"/ALSCO - WBM/Gozer","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Gozer/Client","User Created","2","1.105 MB (1,158,278 bytes)"
"/ALSCO - WBM/Gozer/Internal","User Created","3","284.3 KB (291,115 bytes)"
"/ALSCO - WBM/Gozer/Opposing","User Created","1","801.7 KB (820,916 bytes)"
"/ALSCO - WBM/Gross Donuts","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Gross Donuts/client","User Created","4","2.706 MB (2,836,939 bytes)"
"/ALSCO - WBM/Gross Donuts/Internal","User Created","6","562 KB (575,468 bytes)"
"/ALSCO - WBM/Gross Donuts/opposing","User Created","1","217 KB (222,180 bytes)"
"/ALSCO - WBM/Highland Spa PF","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Highland Spa PF/Client","User Created","4","2.804 MB (2,940,477 bytes)"
"/ALSCO - WBM/Highland Spa PF/Internal","User Created","1","70.19 KB (71,875 bytes)"
"/ALSCO - WBM/Highland Spa PF/Opposing","User Created","1","633.5 KB (648,706 bytes)"
"/ALSCO - WBM/Highland Store ","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Highland Store /Client","User Created","4","2.631 MB (2,758,611 bytes)"
"/ALSCO - WBM/Highland Store /docs","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Highland Store /Internal","User Created","5","352.7 KB (361,169 bytes)"
"/ALSCO - WBM/Highland Store /Opposing","User Created","1","133.9 KB (137,117 bytes)"
"/ALSCO - WBM/Highlands Spa CDA","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Highlands Spa CDA/Client","User Created","5","4.213 MB (4,417,850 bytes)"
"/ALSCO - WBM/Highlands Spa CDA/Internal","User Created","2","142 KB (145,452 bytes)"
"/ALSCO - WBM/Highlands Spa CDA/Opposing","User Created","1","633.4 KB (648,556 bytes)"
"/ALSCO - WBM/Holiday Inn","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Holiday Inn/Client","User Created","4","4.007 MB (4,201,275 bytes)"
"/ALSCO - WBM/Holiday Inn/Internal","User Created","7","4.697 MB (4,924,863 bytes)"
"/ALSCO - WBM/Holiday Inn/Opposing","User Created","3","2.184 MB (2,290,229 bytes)"
"/ALSCO - WBM/Lad Irrigation","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Lad Irrigation/Client","User Created","7","4.309 MB (4,518,810 bytes)"
"/ALSCO - WBM/Lad Irrigation/Internal","User Created","13","4.894 MB (5,131,960 bytes)"
"/ALSCO - WBM/Lad Irrigation/Opposing","User Created","2","1.388 MB (1,455,550 bytes)"
"/ALSCO - WBM/Lake Chelan Health","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Lake Chelan Health/Client","User Created","30","11.68 MB (12,244,478 bytes)"
"/ALSCO - WBM/Lake Chelan Health/Docs","User Created","1","4.48 MB (4,697,929 bytes)"
"/ALSCO - WBM/Lake Chelan Health/Internal","User Created","13","1.804 MB (1,891,124 bytes)"
"/ALSCO - WBM/Lake Chelan Health/Opposing","User Created","16","7.56 MB (7,927,399 bytes)"
"/ALSCO - WBM/Lake Chelan Health/Research","User Created","1","248.8 KB (254,762 bytes)"
"/ALSCO - WBM/Manito","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Manito/Client","User Created","7","5.038 MB (5,282,263 bytes)"
"/ALSCO - WBM/Manito/Internal","User Created","3","314.5 KB (322,040 bytes)"
"/ALSCO - WBM/Manito/Opposing","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Mike's Tavern","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Mike's Tavern/Client","User Created","3","2.871 MB (3,010,252 bytes)"
"/ALSCO - WBM/Mike's Tavern/Internal","User Created","1","70.37 KB (72,055 bytes)"
"/ALSCO - WBM/Mike's Tavern/Opposing","User Created","1","151.9 KB (155,593 bytes)"
"/ALSCO - WBM/Nectar","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Nectar/Client","User Created","4","2.92 MB (3,061,610 bytes)"
"/ALSCO - WBM/Nectar/internal","User Created","7","3.095 MB (3,245,768 bytes)"
"/ALSCO - WBM/Nectar/Opposing","User Created","2","1016 KB (1,040,294 bytes)"
"/ALSCO - WBM/Northwest Auto","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Northwest Auto/Client","User Created","9","6.766 MB (7,095,105 bytes)"
"/ALSCO - WBM/Northwest Auto/Internal","User Created","4","633.4 KB (648,629 bytes)"
"/ALSCO - WBM/Northwest Auto/Opposing","User Created","1","1.609 MB (1,686,807 bytes)"
"/ALSCO - WBM/Pacific Power","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Pacific Power/Client","User Created","20","3.63 MB (3,806,206 bytes)"
"/ALSCO - WBM/Pacific Power/Internal","User Created","14","5.286 MB (5,542,268 bytes)"
"/ALSCO - WBM/Pacific Power/Opposing","User Created","30","6.821 MB (7,152,050 bytes)"
"/ALSCO - WBM/Papa John's","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Papa John's/Client","User Created","7","1.528 MB (1,602,377 bytes)"
"/ALSCO - WBM/Papa John's/Internal","User Created","2","248.5 KB (254,446 bytes)"
"/ALSCO - WBM/Papa John's/Opposing","User Created","4","1.636 MB (1,715,120 bytes)"
"/ALSCO - WBM/Patterson Dental","User Created","1","1.089 MB (1,142,189 bytes)"
"/ALSCO - WBM/Patterson Dental/Client","User Created","17","8.698 MB (9,120,691 bytes)"
"/ALSCO - WBM/Patterson Dental/Docs","User Created","2","3.546 MB (3,717,754 bytes)"
"/ALSCO - WBM/Patterson Dental/Internal","User Created","9","13.17 MB (13,808,696 bytes)"
"/ALSCO - WBM/Patterson Dental/Opposing","User Created","8","4.554 MB (4,775,055 bytes)"
"/ALSCO - WBM/Patty's Mex Kitch","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Patty's Mex Kitch/Client","User Created","6","3.251 MB (3,409,400 bytes)"
"/ALSCO - WBM/Patty's Mex Kitch/Internal","User Created","2","206.6 KB (211,542 bytes)"
"/ALSCO - WBM/Patty's Mex Kitch/Opposing","User Created","2","239.4 KB (245,139 bytes)"
"/ALSCO - WBM/Saddle Sore","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Saddle Sore/Client","User Created","2","1.133 MB (1,188,186 bytes)"
"/ALSCO - WBM/Saddle Sore/Internal","User Created","2","257.8 KB (264,026 bytes)"
"/ALSCO - WBM/Saddle Sore/Opposing","User Created","1","1.535 MB (1,609,764 bytes)"
"/ALSCO - WBM/Senor Bones","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Senor Bones/Client","User Created","4","3.92 MB (4,110,627 bytes)"
"/ALSCO - WBM/Senor Bones/Internal","User Created","1","70.41 KB (72,097 bytes)"
"/ALSCO - WBM/Senor Bones/Opposing","User Created","1","151.4 KB (155,057 bytes)"
"/ALSCO - WBM/Shooters","User Created","1","7.622 KB (7,805 bytes)"
"/ALSCO - WBM/Shooters/Client","User Created","4","2.078 MB (2,178,945 bytes)"
"/ALSCO - WBM/Shooters/Internal","User Created","4","1009 KB (1,033,164 bytes)"
"/ALSCO - WBM/Shooters/Opposing","User Created","3","216.2 KB (221,419 bytes)"
"/ALSCO - WBM/Stevens County Shop","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Stevens County Shop/Client","User Created","21","10.69 MB (11,209,398 bytes)"
"/ALSCO - WBM/Stevens County Shop/Internal","User Created","17","1.924 MB (2,017,876 bytes)"
"/ALSCO - WBM/Stevens County Shop/Opposing","User Created","10","1.523 MB (1,597,359 bytes)"
"/ALSCO - WBM/Suntides","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Suntides/Client","User Created","3","2.453 MB (2,571,866 bytes)"
"/ALSCO - WBM/Suntides/Internal","User Created","2","248.5 KB (254,513 bytes)"
"/ALSCO - WBM/Suntides/Opposing","User Created","1","1.411 MB (1,479,153 bytes)"
"/ALSCO - WBM/Sweet Frosting","User Created","1","979.7 KB (1,003,211 bytes)"
"/ALSCO - WBM/Sweet Frosting/Client","User Created","11","3.214 MB (3,370,381 bytes)"
"/ALSCO - WBM/Sweet Frosting/Internal","User Created","3","353.5 KB (361,961 bytes)"
"/ALSCO - WBM/Sweet Frosting/Opposing","User Created","2","1.283 MB (1,345,520 bytes)"
"/ALSCO - WBM/Tipsy Pine","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Tipsy Pine/Client","User Created","11","3.86 MB (4,047,141 bytes)"
"/ALSCO - WBM/Tipsy Pine/Internal","User Created","11","1.561 MB (1,637,149 bytes)"
"/ALSCO - WBM/Tipsy Pine/Opposing","User Created","2","308.2 KB (315,608 bytes)"
"/ALSCO - WBM/Twin City Food","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Twin City Food/Client","User Created","11","10.09 MB (10,583,557 bytes)"
"/ALSCO - WBM/Twin City Food/Docs","User Created","5","10.34 MB (10,845,635 bytes)"
"/ALSCO - WBM/Twin City Food/Internal","User Created","7","1.832 MB (1,920,946 bytes)"
"/ALSCO - WBM/Twin City Food/Opposing","User Created","6","5.366 MB (5,627,043 bytes)"
"/ALSCO - WBM/Wesco","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Wesco/Client","User Created","5","1.886 MB (1,977,650 bytes)"
"/ALSCO - WBM/Wesco/Internal","User Created","1","69.57 KB (71,244 bytes)"
"/ALSCO - WBM/Wesco/Opposing","User Created","1","152.3 KB (155,990 bytes)"
"/ALSCO - WBM/Wonderland","User Created","0","0 B (0 bytes)"
"/ALSCO - WBM/Wonderland/Client","User Created","3","3.398 MB (3,562,917 bytes)"
"/ALSCO - WBM/Wonderland/Internal","User Created","2","210.1 KB (215,162 bytes)"
"/ALSCO - WBM/Wonderland/Opposing","User Created","0","0 B (0 bytes)"
"/Archive","Archive","12","1.575 MB (1,651,090 bytes)"
"/Butler","User Created","0","0 B (0 bytes)"
"/Butler/client","User Created","0","0 B (0 bytes)"
"/Butler/Internal","User Created","0","0 B (0 bytes)"
"/Calendar","Calendar","2354","212.3 MB (222,572,434 bytes)"
"/Calendar/calendar1","User Created","0","0 B (0 bytes)"
"/Calendar/Deanna Willman","User Created","6947","109.2 MB (114,467,119 bytes)"
"/Calendar/James McPhee","User Created","8806","189.4 MB (198,624,721 bytes)"
"/Calendar/The Falls Conference Room","User Created","985","4.802 MB (5,035,547 bytes)"
"/Calendar/United States holidays","User Created","164","1.757 MB (1,842,046 bytes)"
"/Calendar/Work","User Created","1","4.098 KB (4,196 bytes)"
"/Colfax - (four star Envir)","User Created","1031","214.7 MB (225,101,413 bytes)"
"/Colfax - (four star Envir)/Colfax-EPA","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Colfax-EPA/Client Comm","User Created","29","3.034 MB (3,181,465 bytes)"
"/Colfax - (four star Envir)/Colfax-EPA/Colfax - Herman","User Created","16","168.8 KB (172,878 bytes)"
"/Colfax - (four star Envir)/Colfax-EPA/Comm EPA","User Created","35","2.903 MB (3,044,224 bytes)"
"/Colfax - (four star Envir)/Colfax-EPA/Research","User Created","1","284.1 KB (290,868 bytes)"
"/Colfax - (four star Envir)/Colfx - School Bus Overfill","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Colfx - School Bus Overfill/Colfax - Audit","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Conger Claim","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Conger Claim/DOE","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Conger Claim/Insurance","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Conger Claim/PLPs","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Conger Claim/Remediation","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Conger Claim/Zuger","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Continental - Coloney - 2009 Claim","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Continental - Coloney - 2009 Claim/General","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/DeSmet","User Created","6","634.2 KB (649,375 bytes)"
"/Colfax - (four star Envir)/DOE Action","User Created","2","391.3 KB (400,727 bytes)"
"/Colfax - (four star Envir)/Insurance","User Created","23","7.833 MB (8,213,250 bytes)"
"/Colfax - (four star Envir)/Insurance Lawsuit","User Created","2","54.71 KB (56,023 bytes)"
"/Colfax - (four star Envir)/Insurance Lawsuit/Counsel","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Insurance Lawsuit/Coverage Research","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Insurance Lawsuit/Damages","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Insurance Lawsuit/Deps","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Insurance Lawsuit/Expert","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Insurance Lawsuit/Pleadings","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Insurance Lawsuit/Research","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Insurance Lawsuit/Settlement Issues","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Internal","User Created","8","2.231 MB (2,339,206 bytes)"
"/Colfax - (four star Envir)/Kevin - Client","User Created","36","6.289 MB (6,594,160 bytes)"
"/Colfax - (four star Envir)/Key docs","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Merger","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/SES","User Created","79","32.18 MB (33,740,775 bytes)"
"/Colfax - (four star Envir)/Zuger","User Created","0","0 B (0 bytes)"
"/Colfax - (four star Envir)/Zuger/Wendy","User Created","0","0 B (0 bytes)"
"/Contacts","Contacts","1691","12.99 MB (13,622,293 bytes)"
"/Contacts/{06967759-274D-40B2-A3EB-D7F9E73727D7}","QuickContacts","0","0 B (0 bytes)"
"/Contacts/{A9E2BC46-B3A0-4243-B315-60D991004455}","ImContactList","0","0 B (0 bytes)"
"/Contacts/Companies","CompanyContacts","0","0 B (0 bytes)"
"/Contacts/GAL Contacts","GalContacts","0","0 B (0 bytes)"
"/Contacts/Organizational Contacts","OrganizationalContacts","0","0 B (0 bytes)"
"/Contacts/PeopleCentricConversation Buddies","PeopleCentricConversationBuddies","0","0 B (0 bytes)"
"/Contacts/Recipient Cache","RecipientCache","2238","10.37 MB (10,876,706 bytes)"
"/Conversation Action Settings","ConversationActions","0","0 B (0 bytes)"
"/Conversation History","CommunicatorHistory","0","0 B (0 bytes)"
"/Conversation History/Team Chat","TeamChat","0","0 B (0 bytes)"
"/Dami","User Created","0","0 B (0 bytes)"
"/Dami/Client","User Created","0","0 B (0 bytes)"
"/Dami/Internal","User Created","0","0 B (0 bytes)"
"/Dami/Opposing","User Created","0","0 B (0 bytes)"
"/Damrell","User Created","1","312.7 KB (320,251 bytes)"
"/Damrell/Client","User Created","75","19.73 MB (20,689,079 bytes)"
"/Damrell/Docs","User Created","4","10.48 MB (10,986,812 bytes)"
"/Damrell/Internal","User Created","28","11.8 MB (12,368,793 bytes)"
"/Damrell/Probate","User Created","1","883.7 KB (904,916 bytes)"
"/Damrell/State Farm","User Created","17","2.065 MB (2,165,533 bytes)"
"/Deleted Items","DeletedItems","25199","6.18 GB (6,635,639,044 bytes)"
"/Deleted Items/ALSCO - ","User Created","0","0 B (0 bytes)"
"/Deleted Items/B?R","User Created","0","0 B (0 bytes)"
"/Deleted Items/Bruce","User Created","0","0 B (0 bytes)"
"/Deleted Items/Client","User Created","0","0 B (0 bytes)"
"/Deleted Items/Damrell","User Created","0","0 B (0 bytes)"
"/Deleted Items/Deleted Items","User Created","0","0 B (0 bytes)"
"/Deleted Items/Experts","User Created","0","0 B (0 bytes)"
"/Deleted Items/HBI","User Created","0","0 B (0 bytes)"
"/Deleted Items/Insurance Collection","User Created","0","0 B (0 bytes)"
"/Deleted Items/Insurance Collection/Client","User Created","0","0 B (0 bytes)"
"/Deleted Items/Insurance Collection/Internal","User Created","0","0 B (0 bytes)"
"/Deleted Items/Insurance Collection/Opposing","User Created","0","0 B (0 bytes)"
"/Deleted Items/Insurance Collection/pleadings","User Created","0","0 B (0 bytes)"
"/Deleted Items/J-U-B","User Created","0","0 B (0 bytes)"
"/Deleted Items/LH Old","User Created","0","0 B (0 bytes)"
"/Deleted Items/LPG","User Created","1","9.812 KB (10,047 bytes)"
"/Deleted Items/Montly reports","User Created","0","0 B (0 bytes)"
"/Deleted Items/Opposing","User Created","0","0 B (0 bytes)"
"/Deleted Items/Pleadings","User Created","0","0 B (0 bytes)"
"/Deleted Items/Research","User Created","0","0 B (0 bytes)"
"/Deleted Items/Research - forms","User Created","2","9.369 KB (9,594 bytes)"
"/Deleted Items/Research - forms (2) (2)","User Created","0","0 B (0 bytes)"
"/Deleted Items/RH","User Created","0","0 B (0 bytes)"
"/Deleted Items/Robinson","User Created","1","680.3 KB (696,669 bytes)"
"/Deleted Items/SD counsel","User Created","0","0 B (0 bytes)"
"/Deleted Items/Spomer","User Created","0","0 B (0 bytes)"
"/Deleted Items/Summit","User Created","0","0 B (0 bytes)"
"/Deleted Items/Untitled","User Created","1","8.517 KB (8,721 bytes)"
"/Detected Items","User Created","0","0 B (0 bytes)"
"/Drafts","Drafts","0","0 B (0 bytes)"
"/Dreyer- Rae","User Created","0","0 B (0 bytes)"
"/Dreyer- Rae/Discovery","User Created","3","474.5 KB (485,882 bytes)"
"/Dreyer- Rae/Internal","User Created","22","11.5 MB (12,061,270 bytes)"
"/Dreyer- Rae/Opposing","User Created","49","11.81 MB (12,387,665 bytes)"
"/Dreyer- Rae/Pleadings","User Created","34","45.7 MB (47,925,048 bytes)"
"/Dreyer- Rae/Research","User Created","0","0 B (0 bytes)"
"/Dryer - Angulo","User Created","2","375.3 KB (384,354 bytes)"
"/Dryer - Angulo/co-counsel","User Created","64","16.59 MB (17,392,693 bytes)"
"/Dryer - Angulo/Internal","User Created","77","30.27 MB (31,736,257 bytes)"
"/Dryer - Angulo/opposing","User Created","135","84.72 MB (88,837,108 bytes)"
"/Dryer - Angulo/Pleading","User Created","109","62.11 MB (65,123,997 bytes)"
"/Dryer - Angulo/Research","User Created","1","80.16 KB (82,084 bytes)"
"/EventCheckPoints","User Created","0","0 B (0 bytes)"
"/Excelsior - AL","User Created","2","28.18 KB (28,852 bytes)"
"/Excelsior - AL/Client","User Created","0","0 B (0 bytes)"
"/Excelsior - AL/Docs","User Created","0","0 B (0 bytes)"
"/Excelsior - AL/Internal","User Created","0","0 B (0 bytes)"
"/Excelsior - AL/Research","User Created","0","0 B (0 bytes)"
"/ExternalContacts","ExternalContacts","0","0 B (0 bytes)"
"/Ferguson, Tyler","User Created","16","27.5 MB (28,831,760 bytes)"
"/Files","Files","0","0 B (0 bytes)"
"/Four Star - Clean Fuel","User Created","0","0 B (0 bytes)"
"/Four Star - Clean Fuel/Client","User Created","2","112.6 KB (115,325 bytes)"
"/Four Star - Clean Fuel/Internal","User Created","4","133 KB (136,213 bytes)"
"/Four Star - General Business","User Created","2","155.5 KB (159,195 bytes)"
"/Four Star - Pullman spill","User Created","0","0 B (0 bytes)"
"/Four Star - Pullman spill/Client","User Created","0","0 B (0 bytes)"
"/Four Star - Pullman spill/Hartford","User Created","0","0 B (0 bytes)"
"/Four Star - Pullman spill/Internal","User Created","0","0 B (0 bytes)"
"/Four Star - Pullman spill/Opposing - DOE","User Created","0","0 B (0 bytes)"
"/Four Star - St Joe Oil","User Created","8","374.6 KB (383,627 bytes)"
"/Golden Coral","User Created","0","0 B (0 bytes)"
"/Golden Coral/client","User Created","17","24.39 MB (25,579,989 bytes)"
"/Golden Coral/internal","User Created","9","859.4 KB (880,014 bytes)"
"/Golden Coral/Opposing","User Created","0","0 B (0 bytes)"
"/Golf","User Created","3","3.868 MB (4,055,719 bytes)"
"/Grain Craft Ins","User Created","0","0 B (0 bytes)"
"/Grain Craft Ins/Insurance","User Created","0","0 B (0 bytes)"
"/Grain Craft Ins/Insurance/GC-client","User Created","8","4.056 MB (4,253,400 bytes)"
"/Grain Craft Ins/Insurance/Internal","User Created","0","0 B (0 bytes)"
"/Grain Craft Ins/Insurance/James","User Created","0","0 B (0 bytes)"
"/Grain Craft Ins/Insurance/opposing","User Created","9","4.287 MB (4,495,205 bytes)"
"/Grain Craft Ins/Insurance/Policy and docs","User Created","0","0 B (0 bytes)"
"/Grain Craft Ins/Insurance/Research","User Created","0","0 B (0 bytes)"
"/Grain Craft Ins/Insurance/SG","User Created","0","0 B (0 bytes)"
"/Helical - Davis","User Created","2","44.94 KB (46,015 bytes)"
"/Helical - Davis/Chopot Settlement","User Created","172","51.78 MB (54,291,274 bytes)"
"/Helical - Davis/client","User Created","274","150 MB (157,336,359 bytes)"
"/Helical - Davis/Docs","User Created","19","62.81 MB (65,858,731 bytes)"
"/Helical - Davis/Internal","User Created","102","17.32 MB (18,165,744 bytes)"
"/Helical - Davis/Meyers settlemenmt","User Created","154","70.39 MB (73,813,462 bytes)"
"/Helical - Davis/opposing","User Created","37","5.667 MB (5,942,471 bytes)"
"/Helical - Davis/Pleading + Discv","User Created","15","10.25 MB (10,750,185 bytes)"
"/Helical - Davis/Research","User Created","12","915.8 KB (937,750 bytes)"
"/Helical - Davis/Site photos","User Created","1","70.48 KB (72,168 bytes)"
"/Helical - Davis/Survey - Seiger","User Created","74","48.4 MB (50,754,167 bytes)"
"/Helical - Davis/Witness","User Created","0","0 B (0 bytes)"
"/Helical - Davis/Witness/Bill Berrigan","User Created","11","10.4 MB (10,900,854 bytes)"
"/Helical - Davis/Witness/Kirk Phillips","User Created","5","1.079 MB (1,131,576 bytes)"
"/Helical - Davis/Witness/Meyers","User Created","2","220.1 KB (225,412 bytes)"
"/Helical - Davis/Witness/Samson","User Created","4","333.7 KB (341,757 bytes)"
"/Hospitality Assoc","User Created","1","83.61 KB (85,617 bytes)"
"/Hospitality Assoc/Bend","User Created","1","100.4 KB (102,805 bytes)"
